PuzzleId,Fen,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,MoveCount,Level,MateType,Instructions,Explanation
r8xqt,2b2rk1/2p2p1p/2q2Bp1/3p1p2/7Q/rP1PPR2/6PP/3R2K1 b - - 1 24,a3b3 h4h7 g8h7 f3h3 h7g8 h3h8,1961,80,90,147561,attraction kingsideAttack long mate mateIn3 middlegame operaMate sacrifice,3,3,operaMate,"The position is characterized by White's highly coordinated kingside setup, dominated by the strong Bishop on f6, making this the correct moment to launch a decisive attack before Black's scattered forces can return to defend.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
WEI6t,r1b1k2r/ppp2pbp/1q2p1p1/8/2Bn3Q/2P4P/PP1B1PP1/2KR2NR b kq - 0 14,d4f5 h4d8 e8d8 d2g5 d8e8 d1d8,1919,82,91,139080,attraction discoveredCheck doubleCheck long mate mateIn3 opening operaMate sacrifice,3,3,operaMate,"The Black king is exposed and uncastled on e8, while White's major pieces are already coordinated and pointed toward the kingside.

Your pieces are poised for a decisive blow due to the exposed Black king; the immediate challenge involves handling Black's counter-attack while maintaining the initiative.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
NaGFp,r4qk1/pp3pn1/2b3pQ/3pR2p/P2B4/2P2P2/1PB3PP/6K1 b - - 2 28,g7e6 h6h8 g8h8 e5h5 h8g8 h5h8,2061,84,93,138836,attraction discoveredCheck doubleCheck kingsideAttack long mate mateIn3 middlegame operaMate sacrifice,3,3,operaMate,"The White Queen and Rook are highly centralized and aggressive, focusing their attack on the exposed Black King in a compromised kingside structure. This is the critical moment to launch a forcing attack as White's pieces are perfectly coordinated for a decisive blow before Black can untangle their cramped position and bring their remaining defenders into play.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
fxTEG,r5rk/p4p1p/4pPpQ/q6P/1p1P1B2/8/2p1BP2/5K1R b - - 0 26,a5f5 h6h7 h8h7 h5g6 h7g6 h1h6,2097,74,93,138744,attraction discoveredCheck doubleCheck kingsideAttack long mate mateIn3 middlegame operaMate sacrifice,3,3,operaMate,"The Black King is highly exposed on h8 and under pressure from White's aggressive kingside setup, necessitating a forcing attack.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
zhYCO,3r1n1k/p1R2Q2/3P1b1r/6p1/5PBq/7P/PP4RK/8 b - - 1 37,g5f4 f7g8 h8g8 g4e6 g8h8 g2g8,2039,86,92,137872,attraction discoveredCheck doubleCheck exposedKing long mate mateIn3 middlegame operaMate sacrifice,3,3,operaMate,"White's Queen and Rook are centralized and coordinated to exploit the exposed Black King on h8.
This is the right time to attack because the Black King is critically vulnerable with no defensive escape squares, allowing White to force a checkmate sequence.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
tAmJH,1r4k1/qr1nbp1p/p1pN2p1/2pp4/P3PR2/1PBP3Q/2P3PP/3R2K1 b - - 1 25,e7d6 h3h7 g8h7 f4h4 h7g8 h4h8,1889,80,93,131438,attraction kingsideAttack long mate mateIn3 middlegame operaMate sacrifice,3,3,operaMate,"White's Queen, Rook, and powerful Knight outpost are poised to strike the exposed Black kingside, which makes this an excellent learning opportunity to practice executing a forced mating combination with coordinated major pieces.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
BiXyl,r5r1/1k2p2p/1pN3p1/1Pp2b2/8/2n3B1/2p2PPP/4R1K1 b - - 2 31,c3a2 e1e7 f5d7 e7d7 b7c8 d7c7,1393,76,95,29188,long mate mateIn3 middlegame operaMate vukovicMate,3,3,operaMate,"The exposed Black king and the dangerous passed pawn require a swift, forcing counterattack that exploits the king's poor defense.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
OoF4n,r1b1R3/2B5/2p5/pk3p1N/Np6/1P4K1/r5P1/8 b - - 1 33,c8b7 e8e5 c6c5 e5c5 b5a6 c5a5,1299,76,94,23225,long mate mateIn3 middlegame operaMate vukovicMate,3,3,operaMate,"The exposed Black king on b5 and White's concentrated material advantage on the queenside create a unique opportunity for a forced, sacrificial mating attack.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
Gjcri,8/1p1b1ppp/3np3/1Prp4/Rk6/2N1P2P/3PBPP1/6K1 b - - 16 30,b4b3 e2d1 b3b2 a4a2 b2c1 a2c2,1489,76,95,22933,endgame long mate mateIn3 operaMate vukovicMate,3,3,operaMate,"The Black King is highly exposed on b4, hemmed in by White's pieces and a pawn structure that severely limits its movement. The current alignment of your Rook, Knight, and pawn structure creates a unique opportunity to trap and force the Black King, demanding an immediate and precise tactical sequence to capitalize on its poor centralization.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
csTKA,3rk3/pp1r3p/1b2p2n/4q3/5Bp1/2N2nP1/PPP1K1BP/R1Q4R w - - 0 23,f4e5 d7d2 c1d2 d8d2 e2f1 d2f2,1576,77,95,21491,exposedKing long mate mateIn3 middlegame operaMate vukovicMate,3,3,operaMate,The concentration of Black's pieces around the center and the critical pin on the Black Queen at e5 provide a forcing tactical opportunity that White must seize to convert their positional advantage into a decisive attack.,A Rook attacks on the back wall while a Bishop guards it from a long distance away.
bF4Ah,3r3r/p1R1Q3/6p1/3qp1k1/4np2/7P/P4PP1/2B3K1 b - - 1 35,g5h5 g2g4 f4g3 e7h7 h8h7 c7h7,1996,81,92,150086,long mate mateIn3 middlegame pillsburysMate sacrifice,3,3,pillsburysMate,"The position is highly tactical with both Kings exposed, but Black's King on g5 is immediately vulnerable to White's Queen and Rook.

It is the right time to attack because Black's King is dangerously exposed, and White must prioritize King safety and seize the initiative by making the most forceful, immediate moves possible, which in this position means finding a way to breach the defense around the King to deliver a forced checkmate.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
RWAD5,r2r2k1/2q3bp/p5pB/1p6/4P3/P4N1P/bPPQ1PP1/2KR3R w - - 2 20,d2f4 c7c2 c1c2 a8c8 f4c7 c8c7,2090,80,93,148147,attraction long mate mateIn3 middlegame pillsburysMate queensideAttack sacrifice,3,3,pillsburysMate,"White has a powerful centralized Queen and an aggressive Bishop on h6, which creates immediate threats against Black's key defensive pieces and the kingside. This aggressive Queen centralization activates White's final piece into the attack, creating overwhelming pressure and forcing a sequence of exchanges that ensures a decisive advantage.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
u2sqR,4r1k1/p1p2ppp/4b3/8/8/2N1Q1Pq/PP3P1P/RN3RK1 w - - 0 21,e3a7 h3f1 g1f1 e6h3 f1g1 e8e1,1988,75,93,147823,attraction long mate mateIn3 middlegame pillsburysMate sacrifice,3,3,pillsburysMate,"The current position is open, featuring White's Queen on e3 and Black's aggressive Queen on h3, creating pressure on both sides of the board. This is the optimal time to attack because Black has invested significant time in a kingside threat with their Queen, leaving their queenside and back rank exposed to a decisive counterattack.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
NL3pk,r4r2/3q1kpR/p1p5/1p2p2B/2P1P3/P3P3/1P6/2K4R b - - 1 24,f7g8 h7h8 g8h8 h5f7 d7h3 h1h3,2028,83,92,131847,attraction discoveredAttack discoveredCheck endgame long mate mateIn3 pillsburysMate sacrifice,3,3,pillsburysMate,The White Bishop on h5 and the White Rook on h7 are aggressively positioned near the exposed Black King on f7. This is the right time to attack because the Black King is critically exposed and a forced sequence of moves can exploit its lack of defenders to achieve checkmate.,A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
LfT3O,1r3rk1/p7/3Np1p1/3pn3/5BR1/2b5/P1P3RP/3K4 w - - 4 25,f4e5 b8b1 d1e2 b1e1 e2d3 f8f3,1875,81,92,126358,long mate mateIn3 middlegame pillsburysMate,3,3,pillsburysMate,"The White pieces are well-coordinated, with a powerful Knight on d6 and rooks focused on the kingside, while the Black King is relatively exposed. This is the right time to attack because neutralizing Black's well-placed defender on e5 will compromise the king's safety and allow your concentrated forces to exploit the weaknesses around the enemy king.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
2FQwy,3rr3/k2q1p2/pp1pn2p/8/1PPb1B2/5B2/Q5P1/R4R1K b - - 2 30,d4a1 a2a6 a7a6 f1a1 d7a4 a1a4,1884,86,91,125893,attraction intermezzo long mate mateIn3 middlegame pillsburysMate sacrifice,3,3,pillsburysMate,The pieces are structured for a decisive queenside attack where White must immediately capitalize on the pressure and coordinated pieces to maintain the initiative against Black's sudden aggression.,A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
2obs6,6k1/5p1p/6p1/r6n/1p2P3/1P1NbPP1/1N1r2BP/1R3R1K w - - 7 35,b2c4 h5g3 h2g3 a5h5 g2h3 h5h3,1171,80,95,44560,clearance kingsideAttack long mate mateIn3 middlegame pillsburysMate sacrifice,3,3,pillsburysMate,"Black has a deep Rook penetration on d2 and an aggressive Knight on h5, which together create immediate, focused pressure against White's King position.

The position demands an immediate, forcing counter-attack because Black's pieces are highly coordinated and pose an imminent threat to White's kingside and back rank, making a purely defensive approach too risky.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
LTzTM,4rrk1/2pp1Bpp/p1b5/1p3Q2/8/b1q5/P1PN2P1/1K3R2 b - - 0 24,g8h8 f5h7 h8h7 f1h1 c3h3 h1h3,1378,73,96,34820,attraction kingsideAttack long mate mateIn3 middlegame pillsburysMate sacrifice,3,3,pillsburysMate,"White has an open, concentrated attack on the kingside due to a Bishop sacrifice, leaving the Black King exposed with limited defensive resources and a Queen far from the defense.

The attack is critical now because the existing pressure from the Queen and Rook, combined with the pin and discovery threats created by the Bishop on f7, sets up a forcing sequence that Black must address immediately.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
6Sz3s,4k2r/p5pp/3bp3/4n3/1r5q/4Q3/PP2B1PP/R1B2R1K w k - 3 21,e3a7 h4h2 h1h2 e5f3 h2h3 b4h4,2185,82,93,194887,attraction discoveredCheck doubleCheck long mate mateIn3 middlegame pillsburysMate sacrifice,3,3,pillsburysMate,"The position is extremely tactical, featuring Black's powerful kingside attack with an exposed King on e8 that White must target immediately.

The immediate checkmate threat against your King means that passive defense is impossible, requiring a swift and forceful counter-attack to seize the initiative against Black's exposed monarch.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
GI0Kh,r1b2rk1/1p2pp1p/pq1p2p1/8/3nPPn1/N1NB4/PPPQ2PP/R4RK1 w - - 2 15,a3c4 d4e2 g1h1 b6g1 f1g1 g4f2,2151,84,93,162667,discoveredCheck doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice smotheredMate,3,3,smotheredMate,"Black has a highly aggressive position with knights deep in White's territory on d4 and g4, which demands that White counter with an immediate and forcing tactical sequence to survive.","The King is totally surrounded by his Own Pieces, and a Knight hops over them to finish him."
lbs6i,1r1q1rk1/6pp/pp1NpPn1/7n/P3Q3/6R1/BP3PP1/4R1K1 b - - 0 28,h5g3 e4e6 g8h8 e6g8 f8g8 d6f7,2166,79,93,159242,kingsideAttack long mate mateIn3 middlegame sacrifice smotheredMate,3,3,smotheredMate,"The position is characterized by White's highly aggressive f6 pawn and d6 knight creating a dangerous clamp on Black's position, which is countered by the immediate and coordinated tactical threat Black's knights pose to the exposed White king on g1. Black must act aggressively because White's control over the center and kingside will soon become decisive if Black does not immediately capitalize on the White king's lack of cover.","The King is totally surrounded by his Own Pieces, and a Knight hops over them to finish him."
uLTca,2rq1rk1/pR4pp/3b1n2/n2NNp2/3P1B2/5P2/Q5PP/4R1K1 b - - 0 26,a5b7 d5f6 g8h8 a2g8 f8g8 e5f7,2101,89,92,152489,discoveredCheck doubleCheck kingsideAttack long master mate mateIn3 middlegame sacrifice smotheredMate,3,3,smotheredMate,"White has a forceful mating attack due to the overwhelming concentration and coordination of White's pieces on the kingside, especially the two central Knights and the Bishop.","The King is totally surrounded by his Own Pieces, and a Knight hops over them to finish him."
etLeX,2r2r2/1p4bk/1q1N2pp/p4p2/3nnP2/Q1B2N2/PPP3PP/R4RK1 w - - 0 23,d6c8 d4f3 g1h1 b6g1 f1g1 e4f2,2249,100,94,199275,discoveredCheck doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice smotheredMate,3,3,smotheredMate,"White has a centralized and exposed piece structure that is under immediate pressure from Black's coordinated central Knights on d4 and e4, which is why an immediate, forcing tactical sequence is required to take the initiative.","The King is totally surrounded by his Own Pieces, and a Knight hops over them to finish him."
yFfBn,r4q1k/1b4bp/4Q2N/p7/Pp6/3Pp3/1PP3PP/5RK1 b - - 5 28,e3e2 f1f8 a8f8 e6g8 f8g8 h6f7,2145,86,93,196847,long master masterVsMaster mate mateIn3 middlegame sacrifice smotheredMate,3,3,smotheredMate,"White has a decisive attacking formation with the Queen on e6 and the Knight on h6, which create a coordinated, forced threat against the Black King's exposed position.","The King is totally surrounded by his Own Pieces, and a Knight hops over them to finish him."
l0Vnj,2r3k1/pp3pb1/1q4p1/4P2p/1P1n1Pn1/P1N5/1Q4BP/4RRK1 w - - 1 26,c3d5 d4e2 g1h1 b6g1 f1g1 g4f2,2051,81,94,191003,discoveredCheck doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice smotheredMate,3,3,smotheredMate,"The position is dynamically unbalanced, with Black's active center-knights and Queen focusing a dangerous assault on White's slightly exposed kingside. This sequence is an excellent learning example because it showcases a decisive, forcing tactical combination involving a deep sacrifice to exploit the King's limited mobility and deliver checkmate.","The King is totally surrounded by his Own Pieces, and a Knight hops over them to finish him."
G4ijX,5bk1/3N1Qpp/3qp3/p2p1nN1/P2P1P2/6B1/2p3PP/3n2K1 b - - 0 29,g8h8 d7f6 f5h6 f7g8 h6g8 g5f7,2293,89,94,184825,kingsideAttack long mate mateIn3 middlegame sacrifice smotheredMate,3,3,smotheredMate,The pieces are structured for a decisive kingside assault where White's Queen and Knight are perfectly poised to execute a forced mate against Black's vulnerable king.,"The King is totally surrounded by his Own Pieces, and a Knight hops over them to finish him."
ZOLhk,rn1q3r/1pk3pp/1bp5/4N3/P1BPn1b1/B1p5/6PP/RN1Q1RK1 w - - 1 18,d1g4 d8d4 g1h1 d4g1 f1g1 e4f2,2047,84,94,179576,long mate mateIn3 middlegame sacrifice smotheredMate,3,3,smotheredMate,"White's highly active pieces, including the centralized Knight and open-diagonal Bishops, create overwhelming pressure against Black's exposed King on the queenside, justifying a forced tactical sequence.","The King is totally surrounded by his Own Pieces, and a Knight hops over them to finish him."
tyuig,r3k2r/2p2p2/p1ppb3/2b1P1p1/3q2n1/2NB2B1/PPPQ2PP/R4R1K w kq - 2 17,d2g5 d4g1 f1g1 h8h2 g3h2 g4f2,2216,87,93,175840,kingsideAttack long mate mateIn3 middlegame sacrifice smotheredMate,3,3,smotheredMate,"The pieces are structured for a sharp, tactical battle where Black's aggressively placed pieces are attacking White's kingside, while White is poised to launch a forcing counter-combination against Black's exposed king in the center. This is the right time to attack because Black has committed major pieces to the offense, creating an opportunity to turn the tables by exploiting the central position of the Black king and the vulnerability of the g5 pawn.","The King is totally surrounded by his Own Pieces, and a Knight hops over them to finish him."
